elect,election,nb,NA,NA,NA,NA,NA,NA
elect,electrolysis,nb,NA,NA,NA,NA,NA,NA
elect,line-up,nb,NA,NA,NA,NA,NA,NA
elect,selection,nb,NA,NA,NA,NA,NA,NA
pardon,amnesty,nb,NA,NA,NA,NA,NA,NA
pardon,pardon,nb,NA,NA,NA,NA,NA,NA
sentence,comeuppance,nb,NA,NA,NA,NA,NA,NA
sentence,penalty,nb,NA,NA,NA,NA,NA,NA
sentence,sentence,nb,NA,NA,NA,NA,NA,NA
sentence,sentencing,nb,NA,NA,NA,NA,NA,NA
move,bustle,nb,NA,NA,NA,NA,NA,NA
move,delisting,nb,NA,NA,NA,NA,NA,NA
move,move,nb,NA,NA,NA,NA,NA,NA
move,move,nb,NA,NA,NA,NA,NA,NA
move,movement,nb,NA,NA,NA,NA,NA,NA
move,movement,nb,NA,NA,NA,NA,NA,NA
move,removal,nb,NA,NA,NA,NA,NA,NA
move,roll,nb,NA,NA,NA,NA,NA,NA
move,scavenger,nb,NA,NA,NA,NA,NA,NA
indict,indictment,nb,NA,NA,NA,NA,NA,NA
close,closure,nb,NA,NA,NA,NA,NA,NA
close,disclosure,nb,NA,NA,NA,NA,NA,NA
close,foreclosure,nb,NA,NA,NA,NA,NA,NA
fine,confine,nb,NA,NA,NA,NA,NA,NA
fine,confinement,nb,NA,NA,NA,NA,NA,NA
fine,definition,nb,NA,NA,NA,NA,NA,NA
fine,fine,nb,NA,NA,NA,NA,NA,NA
fine,internment,nb,NA,NA,NA,NA,NA,NA
fine,liability,nb,NA,NA,NA,NA,NA,NA
fine,redefinition,nb,NA,NA,NA,NA,NA,NA
fine,refiner,nb,NA,NA,NA,NA,NA,NA
fine,refinery,nb,NA,NA,NA,NA,NA,NA
fine,refining,nb,NA,NA,NA,NA,NA,NA
quit,acquittal,nb,NA,NA,NA,NA,NA,NA
sue,cause,nb,NA,NA,NA,NA,NA,NA
sue,countersuit,nb,NA,NA,NA,NA,NA,NA
sue,issuance,nb,NA,NA,NA,NA,NA,NA
sue,issue,nb,NA,NA,NA,NA,NA,NA
sue,issuer,nb,NA,NA,NA,NA,NA,NA
sue,issuing,nb,NA,NA,NA,NA,NA,NA
sue,lawsuit,nb,NA,NA,NA,NA,NA,NA
sue,litigation,nb,NA,NA,NA,NA,NA,NA
sue,proceeding,nb,NA,NA,NA,NA,NA,NA
sue,pursuer,nb,NA,NA,NA,NA,NA,NA
sue,pursuing,nb,NA,NA,NA,NA,NA,NA
sue,pursuit,nb,NA,NA,NA,NA,NA,NA
sue,suit,nb,NA,NA,NA,NA,NA,NA
acquit,acquittal,nb,NA,NA,NA,NA,NA,NA
extradite,extradition,nb,NA,NA,NA,NA,NA,NA
arrest,arrest,nb,NA,NA,NA,NA,NA,NA
attack,assault,nb,NA,NA,NA,NA,NA,NA
attack,atrocity,nb,NA,NA,NA,NA,NA,NA
attack,attack,nb,NA,NA,NA,NA,NA,NA
attack,attack,nb,NA,NA,NA,NA,NA,NA
attack,attacker,nb,NA,NA,NA,NA,NA,NA
attack,foray,nb,NA,NA,NA,NA,NA,NA
attack,fusillade,nb,NA,NA,NA,NA,NA,NA
attack,offensive,nb,NA,NA,NA,NA,NA,NA
attack,onslaught,nb,NA,NA,NA,NA,NA,NA
attack,predator,nb,NA,NA,NA,NA,NA,NA
attack,terrorism,nb,NA,NA,NA,NA,NA,NA
convict,conviction,nb,NA,NA,NA,NA,NA,NA
appeal,appeal,nb,NA,NA,NA,NA,NA,NA
appeal,appeal,nb,NA,NA,NA,NA,NA,NA
appeal,appeal,nb,NA,NA,NA,NA,NA,NA
appeal,plea,nb,NA,NA,NA,NA,NA,NA
manufacture,cracker,nb,NA,NA,NA,NA,NA,NA
manufacture,factory,nb,NA,NA,NA,NA,NA,NA
manufacture,manufacture,nb,NA,NA,NA,NA,NA,NA
manufacture,manufacturer,nb,NA,NA,NA,NA,NA,NA
manufacture,manufacturing,nb,NA,NA,NA,NA,NA,NA
manufacture,mill,nb,NA,NA,NA,NA,NA,NA
buy,buy-back,nb,NA,NA,NA,NA,NA,NA
buy,buy-out,nb,NA,NA,NA,NA,NA,NA
buy,buy,nb,NA,NA,NA,NA,NA,NA
buy,buy,nb,NA,NA,NA,NA,NA,NA
buy,buyer,nb,NA,NA,NA,NA,NA,NA
buy,buying,nb,NA,NA,NA,NA,NA,NA
hire,booking,nb,NA,NA,NA,NA,NA,NA
hire,hiring,nb,NA,NA,NA,NA,NA,NA
broadcast,broadcast,nb,NA,NA,NA,NA,NA,NA
broadcast,broadcaster,nb,NA,NA,NA,NA,NA,NA
broadcast,broadcasting,nb,NA,NA,NA,NA,NA,NA
broadcast,newscast,nb,NA,NA,NA,NA,NA,NA
broadcast,programming,nb,NA,NA,NA,NA,NA,NA
broadcast,show,nb,NA,NA,NA,NA,NA,NA
broadcast,special,nb,NA,NA,NA,NA,NA,NA
broadcast,telecast,nb,NA,NA,NA,NA,NA,NA
demonstrate,demonstration,nb,NA,NA,NA,NA,NA,NA
demonstrate,demonstrator,nb,NA,NA,NA,NA,NA,NA
execute,execution,nb,NA,NA,NA,NA,NA,NA
execute,execution,nb,NA,NA,NA,NA,NA,NA
die,bankruptcy,nb,NA,NA,NA,NA,NA,NA
die,death,nb,NA,NA,NA,NA,NA,NA
die,demise,nb,NA,NA,NA,NA,NA,NA
die,extinction,nb,NA,NA,NA,NA,NA,NA
die,fatality,nb,NA,NA,NA,NA,NA,NA
marry,marriage,nb,NA,NA,NA,NA,NA,NA
injure,disservice,nb,NA,NA,NA,NA,NA,NA
injure,injury,nb,NA,NA,NA,NA,NA,NA
correspond,correspondence,nb,NA,NA,NA,NA,NA,NA
correspond,correspondence,nb,NA,NA,NA,NA,NA,NA
correspond,counterpart,nb,NA,NA,NA,NA,NA,NA
merge,emergence,nb,NA,NA,NA,NA,NA,NA
merge,merger,nb,NA,NA,NA,NA,NA,NA
nominate,bill,nb,NA,NA,NA,NA,NA,NA
nominate,candidate,nb,NA,NA,NA,NA,NA,NA
nominate,denomination,nb,NA,NA,NA,NA,NA,NA
nominate,nomination,nb,NA,NA,NA,NA,NA,NA
nominate,nominee,nb,NA,NA,NA,NA,NA,NA
found,foundation,nb,NA,NA,NA,NA,NA,NA
found,founder,nb,NA,NA,NA,NA,NA,NA
found,founding,nb,NA,NA,NA,NA,NA,NA
meet,appointment,nb,NA,NA,NA,NA,NA,NA
meet,colloquium,nb,NA,NA,NA,NA,NA,NA
meet,congress,nb,NA,NA,NA,NA,NA,NA
meet,convention,nb,NA,NA,NA,NA,NA,NA
meet,convocation,nb,NA,NA,NA,NA,NA,NA
meet,date,nb,NA,NA,NA,NA,NA,NA
meet,meeting,nb,NA,NA,NA,NA,NA,NA
meet,session,nb,NA,NA,NA,NA,NA,NA
meet,summit,nb,NA,NA,NA,NA,NA,NA
